compound,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_DMSO,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,SC10_PLX,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_DMSO,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX,WM88_PLX
1.41_330.2773n,83324.35127,69832.78622,70488.04169,68708.24588,58416.51223,57296.86651,50535.21912,47819.36805,137367.8673,116610.9614,66524.78551,67570.26287,61511.04161,48856.49964,101511.626,90679.68303,81678.9209,68794.66996,67180.56527,59187.58355,260220.2724,231637.264,133795.6951,125721.3702,186306.8153,154910.2486,130569.9952,120190.6955,231501.2432,213261.0249,177382.5091,152772.5619,198697.1143,164381.8424,122088.4435,108832.9311,227052.2836,193458.902,205716.4289,183861.3234
13.02_464.9741n,75806.3937,57011.92391,86549.58972,67316.08255,103168.2308,71457.40862,56082.04202,36763.35921,56315.88538,42309.79515,98562.57175,81280.54982,104173.8937,81405.77993,86603.6597,71286.98888,78098.44146,58546.87343,77607.96052,63672.96457,278547.4302,185776.6346,314786.1373,249297.3437,272610.9116,206733.3963,293327.8588,222461.249,273942.8829,202609.7951,226692.9075,168624.4154,230305.7794,168603.9746,199838.8166,161068.8205,220552.7381,162325.6964,236649.6567,184440.3692
13.18_612.1531n,4481284.702,4629450.388,4134250.87,4779594.886,5820268.655,6788864.026,4123614.67,4240758.173,3951085.719,4272389.254,6815505.055,7874337.676,6786867.517,7048063.941,6349353.99,7216860.081,5918973.148,6331029.353,6999961.002,7553541.953,7051437.701,8198985.974,7114443.073,8317235.631,6458206.015,7144099.197,6371435.638,6980594.376,6741669.592,7255997.467,7858641.992,8528744.106,7416748.365,8305151.192,6361490.925,7010043.113,6681225.723,7664320.303,7356207.832,7379082.015
11.86_97.9645n,1929.988758,1918.537654,2102.784574,2297.839452,2103.034325,1812.860248,2235.715761,2074.371383,2287.438415,2049.130214,1948.602392,2431.753289,1915.369118,2179.143077,2126.802664,2365.996648,1926.475987,2103.664939,2084.030173,2551.669472,2232.535101,1894.809596,2285.44099,2441.615182,2089.928897,2592.895733,2439.251499,2289.753784,2141.648269,2420.807818,2563.999598,2578.392128,2545.07789,2162.502337,2589.327597,3192.551823,3410.820181,2421.720524,2330.494332,2612.918077
11.75_343.9635n,140714.5503,155922.5361,146694.7153,150584.4342,157782.0516,170660.471,115815.5228,118759.8179,131166.7784,132207.9815,111966.3969,115131.0638,103572.4947,108339.8191,91777.8168,93698.50136,81730.04709,94273.24973,86699.97036,80898.13277,125862.0376,141217.4712,118312.4067,109561.438,135391.6759,150734.3846,128640.9903,115715.8863,109930.6771,102087.3082,64326.95646,72100.87679,39920.23258,45321.41732,70343.38724,76777.4481,66572.93649,70847.50545,61746.05532,71992.2855
6.53_71.9533n,41893.64612,74408.95018,64633.3274,80426.42326,51237.85831,86496.03727,63176.40575,72362.6722,52299.01228,75235.9509,58486.13611,81658.83527,47935.78514,68756.16185,67758.72581,79397.33989,75985.09174,90934.45514,61657.10231,78814.81888,47979.73797,67564.27686,67049.47255,84247.30083,54843.27284,77495.3868,57650.53124,76185.20925,58690.71268,77296.24108,56127.08241,78258.93705,50537.57489,72373.19721,76547.43812,95930.43938,69970.32267,81865.87384,50336.64248,77476.26616
6.53_73.9503n,31788.11856,54878.02771,46107.08732,59899.49138,37751.76901,64059.9759,45784.45182,53523.82306,39252.70261,56071.08086,44941.32665,63344.31079,37687.42069,51013.31451,53458.6681,61887.04524,56348.98263,68349.26333,48151.92816,60095.70319,35018.44967,49744.95471,48585.44811,60281.00578,40537.33717,56726.94566,43098.64698,55936.10537,42732.77197,56954.39557,41497.20419,57958.73296,37408.32329,54409.20533,57188.19416,70004.76849,50870.7643,60774.06888,37007.10985,57143.74137
1.35_298.2510n,41001.09586,38948.36595,36326.44537,36856.83478,36843.98191,38027.7841,33192.45981,33044.92256,54301.23118,52066.65236,59803.18244,58511.27195,46992.01147,45059.48367,57790.08859,57058.74096,61766.23273,56513.7726,60255.65832,56573.3394,51932.04382,52093.56213,46129.68315,45260.30855,45437.06563,42639.24133,45947.66707,44049.10815,52353.44525,51003.31179,66664.95738,67842.9198,125662.1373,125096.2264,75188.01994,77447.80493,81126.21768,80781.63917,71305.20227,75795.3307
13.79_159.0324n,50024.67293,53508.04372,55799.51558,64324.89119,62570.56643,73669.88542,49032.29794,54060.13242,49949.94815,55564.76405,35178.536,40283.32505,39330.88384,44729.83425,36651.43508,41355.71638,35020.66981,40327.93349,34673.83596,39529.6282,42614.61552,48704.75059,46164.49087,52076.21354,44759.50915,47799.71448,41096.84035,46223.70107,42627.63823,44882.57156,36429.64816,40072.12803,36637.47462,39370.85657,42666.84838,44176.87645,39840.68032,45449.37319,39185.12832,44202.60541
6.54_287.9194n,583634.7871,617008.3645,653851.3779,701751.3123,458324.8992,472052.8957,637380.8638,666704.734,558496.391,653312.4317,541402.4043,487770.3635,464814.3339,523736.3001,486970.9321,424958.8073,722696.666,752784.0384,478288.8313,630306.8334,590141.4309,593156.6411,711583.1104,752732.6035,612683.7608,577925.6249,652633.5578,655380.1774,648535.019,663416.6766,487250.9912,482598.2861,544214.7859,531181.6266,479326.7042,485522.0798,443651.5039,432676.2545,466640.8341,458869.2665
11.74_475.0221n,15862.00358,12662.03931,12048.76785,10200.06615,8722.855284,7947.454596,11772.59593,9099.443641,11143.79301,8793.205541,10882.85746,11139.24945,10188.10617,11144.31494,10602.05215,9636.026256,12302.26943,13675.71568,11308.14129,10368.58979,18477.27132,14444.54797,32091.19832,32986.18565,20720.47957,18913.05189,41521.87824,32782.53184,23997.26578,18974.3984,9992.614314,10890.48697,12913.52292,12055.47961,13790.25394,13407.12044,10888.4402,11908.55684,17284.41043,14701.46578
6.51_75.9474n,4332.87848,7958.995965,6926.131152,9314.043127,5053.351144,9099.301992,6998.60945,8640.249476,5845.160092,8551.243785,6778.896478,10032.64126,4952.629027,8505.919298,8112.836747,9809.57627,9040.076056,10721.14829,8071.632017,9856.840073,5099.473444,7076.636711,7130.880804,9131.774771,5680.537064,8280.208078,6459.32203,8708.448731,6392.306553,9000.184864,5459.675901,8405.260351,4510.648663,7685.851038,7870.154978,9742.882571,6948.267408,8721.971301,4898.14432,8470.575957
6.54_289.9164n,355995.8387,375590.2856,417402.8789,428952.8112,274458.9821,264584.1732,401943.5501,414641.8923,375634.4209,397735.3424,304905.1791,290851.5575,307630.8662,330283.2857,301146.3393,264358.0876,464371.0296,458158.3952,295343.4952,366405.5203,366079.9323,362660.5593,457614.8492,433361.8399,375956.1665,337056.7314,408953.9057,391115.1791,403205.6154,381129.347,299791.4253,276464.3229,329590.6988,318198.9913,289142.1204,266467.4211,272740.1902,246343.3758,275283.4723,273638.1241
11.74_499.9184n,23771.76683,27571.2475,27240.0865,24028.15725,30674.57582,27611.24935,22767.06596,20601.96856,24145.51578,19961.76978,20004.22453,18564.06449,19682.14454,18273.20604,16098.99472,14239.26788,15702.09713,13504.55381,15169.97827,12706.99021,26967.58044,25232.80754,23129.84497,17384.60631,26169.34941,25549.13809,24901.80467,20188.59721,18451.25624,14170.49254,13498.66127,14299.3847,7694.057723,7988.946317,13493.14109,14458.45935,11899.3108,13156.66954,11284.25417,14755.03873
8.91_448.9784n,103536.0328,89255.23374,88579.56507,88725.16415,94089.6607,88259.15432,95925.88601,89639.44603,91603.8834,84846.64695,135644.5969,118048.9561,120393.212,110676.1002,122169.1425,105986.3977,124635.4992,109797.8231,123197.6147,99993.11867,102656.8531,91892.52553,115120.2446,85174.47595,69474.39231,85984.89014,96111.30346,88688.24093,109622.9647,82391.85863,150735.5821,125155.1595,131187.8952,109734.7086,156706.7062,153712.33,154812.1097,137783.5682,157028.5681,132645.1601
11.74_421.9409n,84785.12644,89956.39442,87132.83416,83765.99315,98022.83141,96060.79371,69475.96339,67818.87284,77834.47255,75380.321,63753.2923,65785.31857,62804.29637,58535.94702,53410.86722,52984.97173,49096.37522,55917.8171,46810.9336,43493.47125,79023.04803,75954.75714,64118.73064,57258.75902,75396.3265,83890.42137,71915.00576,62210.55101,64607.58018,54068.44577,39269.33915,38527.95969,23318.75568,25747.42353,41513.97715,43572.35708,40827.70508,40612.40207,35881.75194,43258.33031
8.90_371.0011n,443178.108,420375.229,397894.477,411752.4488,422237.9828,437206.6215,422851.4634,412193.3879,399003.944,393820.1181,575295.6424,524498.2233,537084.2872,511575.9323,534489.2453,492987.3781,541981.3343,514766.4985,534620.0064,471263.4448,416615.1976,406651.3994,463739.4616,384512.4441,329866.0718,390577.8025,396847.0028,391454.019,455181.6124,380102.0597,613423.3445,545687.1079,540261.8911,490144.524,648346.5624,646837.7159,633034.3341,601033.2691,645701.8133,578673.2247
14.81_349.9197n,173756.531,137999.2647,248414.6966,316018.0191,332539.4868,431731.8101,195012.2159,220368.5785,184543.4011,235877.5499,105987.1498,155631.3937,163369.2043,231847.722,150015.5196,189098.4492,136923.6482,166891.1756,140617.4823,188927.7761,75066.71468,93252.45106,136185.9775,169535.9464,93441.10235,101554.1515,86559.08741,113979.2816,95183.64356,132996.9397,97157.23869,118122.6297,106348.6935,146546.4682,107030.068,139201.7515,110480.9652,162777.6288,96132.65783,109927.5792
14.82_141.0191n,530525.1941,622651.7064,711581.2347,878121.2141,801564.0198,1060113.894,548439.9352,665193.1065,611417.4179,749596.0159,438873.8358,545473.7567,478789.8978,592595.6149,459424.5715,575950.334,455927.8276,560123.1051,449104.6059,550047.7501,346357.7508,433310.9455,412582.7094,510929.9706,389105.9142,447814.5634,308984.9413,389042.2318,392966.3145,485035.2193,525372.3652,648247.9907,589948.5645,717984.5445,476830.3392,596360.5738,528183.4438,637035.641,502738.6269,603589.9197
14.82_314.9845n,485957.3737,514916.6287,824768.8709,967784.6158,1109159.59,1365119.453,544432.2695,606074.0484,614100.985,733978.8616,285014.8409,362314.2781,395293.0299,507737.7147,324609.6754,414298.5004,328074.6691,384681.8945,290949.3022,378451.4624,194832.7929,236385.02,248235.8067,319518.1896,212277.0969,237411.4509,150533.5785,185849.4608,209262.9858,277691.4343,416419.784,481592.1774,502561.6078,641077.5255,326978.6877,399316.6211,378715.628,492687.087,371726.7479,432625.2055
1.34_408.0318n,41107.62168,33855.06403,38811.44978,35180.53213,8908.741951,6015.74686,31503.75784,30642.60898,50491.28338,45984.81227,29933.53882,20044.00961,20114.27166,18335.30033,28733.07758,23569.17515,33014.27088,31816.96959,36673.20072,28179.10943,0,85.25148793,0,0,98.44871215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.51_415.8832n,24932.31906,24924.52761,33096.2505,38256.53792,9807.750205,6907.650948,33101.82548,32239.41137,23465.35722,31044.33571,19359.22421,10663.18832,11677.61693,16007.67334,13680.73023,11057.38369,44708.29182,49075.04615,9866.510506,23516.61742,25204.32206,19906.52513,35801.98889,32043.59314,23506.73059,21757.5675,31011.32328,23412.612,25254.61436,25703.67827,7370.198277,4928.550176,11859.89406,11892.69043,5491.397724,1325.229321,5208.80953,1377.600855,5779.001082,7690.192955
6.51_255.9474n,112041.5063,131930.9689,121189.5105,127524.1679,104512.6081,120482.8101,130044.6552,131787.1879,113199.9868,120030.4995,118706.9114,122114.3032,110515.8624,120156.3287,120871.1862,117891.3732,110368.4399,119416.838,122877.9299,130976.5109,122217.9266,136493.208,148837.9061,156051.2551,141392.3471,144994.3483,139057.3954,150200.0812,137436.4353,147242.4723,137838.7853,147208.7795,134715.906,135703.4751,156421.0975,152017.8467,147208.802,143298.02,127722.7618,140162.033
1.35_174.1281n,4018.703271,4371.422958,2936.98628,2537.839924,2400.866914,2439.396367,2371.287165,2668.860866,4576.239109,4204.494242,4902.609143,6942.701368,3708.992172,4356.378026,7081.487022,5619.147699,4056.532188,4447.815436,6196.144228,5313.556717,9352.456488,8101.399055,10780.8915,8354.320221,8920.131505,7312.623125,13462.29139,12174.02303,9282.201124,8016.909937,10196.90511,7424.587914,8851.525376,6856.698922,10204.24243,10061.31588,8854.631209,8982.718437,9942.118336,11022.56237
1.37_302.2459n,77030.51896,62719.33925,63285.07486,59152.17102,55571.75478,54494.68508,46501.79245,43134.37014,117349.776,104241.4372,74846.12273,69183.59632,57714.93264,50353.74824,89019.83695,88099.67242,77881.52312,67669.71519,69075.44667,62291.92599,182821.4864,163667.5555,99395.19229,94719.42985,126971.4348,109768.188,98269.46043,91227.98246,153057.5317,145016.2749,121400.2521,110557.5492,145310.2202,122531.6361,93402.51667,91211.97585,163169.1774,140340.7322,138086.9721,127651.9556
11.76_505.8748n,97382.96536,89401.18323,109875.1903,89006.68952,82596.04391,64893.01568,102323.8208,90050.39325,93401.21894,92591.48504,93713.1496,100935.0038,111658.3479,85137.6953,100773.8407,98389.33451,122079.1871,116143.2387,103414.7732,85627.19983,68188.46544,78638.69418,118010.1888,95893.82701,51963.65818,87031.99385,86171.09374,90117.68665,100414.7784,95843.27275,49936.2226,65980.03614,50541.66017,68491.17792,61235.53642,94610.72775,50599.70265,75262.73078,49988.87749,65653.48473
4.55_438.2217n,3021327.941,2871286.512,3400396.937,2975693.875,3237491.298,2584575.855,2913144.12,2526750.984,2712888.344,2500442.363,3376214.945,2929464.886,3918348.596,3645969.836,3874792.082,3380467.635,3925242.077,3465586.278,3178495.595,2791181.822,8472213.096,7290698.641,6111559.118,5390159.46,6400393.801,5833310.11,5182546.574,4840535.82,6561819.183,6004416.552,6180977.071,5351313.398,5961096.443,5491024.716,5057809.115,4333390.802,5293095.531,4972242.418,5995102.859,5720408.619
13.19_315.9016n,1026433.118,952733.1985,965394.5045,923631.6507,935227.5207,884283.5613,986978.2881,955181.0574,1021916.467,953524.2342,1060847.302,995859.6132,1026905.64,992609.0291,994744.1668,958857.2327,1115833.478,1042379.162,1024725.504,973267.04,904858.7025,836220.9986,1009791.378,956866.4097,966389.1638,848235.7477,961586.0404,891180.4329,984677.9839,883821.732,989673.7819,882630.3362,984075.0873,873557.8704,989300.2191,963830.6541,1000934.43,885536.3063,996899.5471,920687.0892
11.77_247.9755n,66409.59014,76379.17526,73524.92204,87737.66724,74632.03492,95690.25567,50426.88717,61215.9211,56924.94348,69755.36542,43064.52555,49875.85906,41574.24577,47481.94981,37058.12303,41817.38751,30580.66501,40887.57518,36681.61399,38517.82978,57558.74347,77344.79979,63141.73744,70098.64078,57169.75526,80122.4518,60510.00784,66394.14022,58936.57007,61360.20985,20534.52708,26634.54975,13547.1534,18027.30968,22867.18679,30106.40766,21345.17061,27401.83845,20788.63466,26526.45604
11.76_427.8975n,236259.704,213249.2137,239196.6707,237237.968,194586.7634,183220.2853,236055.9239,219857.1638,228510.8136,242401.163,229376.2458,266453.1593,253469.1947,222628.5613,249175.5652,256374.9253,283165.878,284646.1054,245219.8757,235282.7553,160394.6719,195029.9525,272287.8813,254136.5754,136442.8505,215347.8254,215612.5553,227437.732,242719.6222,235265.6361,115267.0812,153059.0892,115606.7931,155469.2847,138870.8036,213271.7359,115505.9607,165808.4173,119472.484,154265.1978
6.49_217.9520n,44673.50663,64735.76355,61848.01326,55152.33469,33978.38334,41186.64441,65909.71238,65275.14106,46990.25562,57352.55017,47473.4381,44931.46349,41806.31148,50875.78993,52789.31386,43726.04574,56311.02984,52672.13893,48419.35756,58065.50973,61911.41774,72401.61612,71493.85477,72239.75363,68310.85732,72690.08932,67217.95354,72252.6149,68276.27295,73484.26138,62059.51769,61941.42821,58534.52961,55956.49073,60869.60636,60461.2771,57838.2216,52758.91483,55223.48849,58049.37958
6.49_276.9428n,13624.66094,15989.90121,13264.51767,11739.5496,8020.411599,6886.204805,14916.06477,16153.12743,10197.7279,13007.26627,9583.114257,8465.889104,10567.14709,8496.714941,11078.55888,5822.30396,11218.06722,10084.83477,9086.912105,11617.14251,16989.47057,19254.16727,17494.42726,17913.68647,21805.47034,20001.37038,17724.12016,17906.72114,17885.80975,20391.57163,17733.29463,17188.14578,17890.19441,16972.27944,17827.1711,18383.86793,17131.10771,15055.75943,18815.16829,17351.44539
6.53_331.9265n,651363.6604,800449.1861,764840.9721,780529.6999,578953.6139,628015.4313,760681.5542,805966.7119,711272.3281,778190.3876,666525.327,613838.3954,576397.7835,650470.6852,646423.9679,544553.6817,843071.1906,839054.6994,565093.5682,703989.2382,673193.5525,752816.0847,822043.6144,830831.2989,780803.2658,777839.1025,796582.1606,792150.599,775302.1124,803789.1177,620447.0314,634475.2379,668794.0085,677281.0306,632203.4591,638615.3857,596981.5062,550878.8248,578684.8828,640229.1377
13.21_453.8461n,162734.3443,150138.8399,153757.01,136403.6963,147238.6874,122309.6725,154900.2809,140687.8385,177775.4243,138728.7873,161267.4246,132777.3692,158492.0915,138035.606,159014.6813,130045.8633,181534.4612,153766.6646,162338.6877,118180.4474,113500.5528,96484.90323,134373.2215,111408.3895,130845.8083,94195.44463,140088.8399,105494.6535,134136.4185,104450.9364,138448.7183,101695.1022,131266.3716,96401.24083,141279.6822,102864.6815,133420.0075,89105.82069,131482.0159,113830.6084
1.37_300.2666n,138935.4636,126727.4973,126126.2608,135190.7826,115242.9584,123003.9814,107948.4086,104821.3852,192018.1604,188239.8319,346812.7424,340171.7294,264215.0725,260219.0255,324331.3582,335196.9494,373187.4614,355937.578,356910.6745,353640.5994,258376.7514,254037.4614,202916.0172,202388.4514,201186.0798,185449.3579,197755.6857,196748.8763,216548.9716,215506.3106,354692.9734,357359.3187,541028.8299,536904.267,404181.1749,408288.7545,427378.9834,432439.1178,397544.2654,406925.3731
6.53_333.9235n,276797.2338,341884.6869,321649.7699,333430.0286,237304.2263,253810.5754,330648.3155,344333.1968,295467.7535,327832.0231,285783.1484,254648.5994,241280.2083,277283.4159,279633.1507,232957.6397,360500.279,355637.1413,240084.2747,300419.1323,288011.5109,317469.664,352819.2022,365502.426,338311.1121,331136.2676,335564.1014,337063.5995,331496.548,347394.9097,261807.9364,267999.6557,285403.9363,268368.2028,271849.5608,261806.7575,244611.3266,222022.3762,248732.1573,266853.8572
6.50_277.9389n,74085.28209,87046.09284,73641.19139,73251.36376,54679.08617,56582.97182,84454.18987,98354.03616,63875.29139,72168.54303,62162.54573,55994.77431,53081.48618,59287.93162,59706.17111,41996.08617,62126.17545,66494.17008,54056.35986,67303.9583,92409.81325,102985.0194,99708.62543,102751.5969,110305.6467,108091.9498,99544.82593,100548.8597,100527.9016,105322.0977,102106.9918,95797.95138,102624.7623,103355.8361,99469.87284,97739.27814,96962.6675,84170.31951,98042.94211,101219.4804
13.27_505.8747n,158390.3776,107632.0588,187959.8114,200387.8872,213561.1433,266464.9238,174908.9558,150925.738,170283.9847,172769.4851,92845.52786,109633.2503,121543.6987,152168.8742,115200.6308,128078.7875,144925.4924,152201.3996,107736.1431,137412.882,70527.94294,72119.50135,114430.1832,138279.4848,79489.74994,76063.09486,98001.81892,104274.9975,98993.91148,108813.096,48509.84552,39961.92953,50894.76209,51643.31062,55824.56067,50303.61689,48604.24513,47742.04215,50062.20382,47169.60998
11.75_497.0176n,8873.97709,6059.292614,4276.074519,6285.0239,4143.877411,3901.62421,5939.301509,5533.118617,10249.5601,10357.16325,19451.88768,23113.43707,18735.96429,18246.27775,22200.91871,22790.5722,25545.7405,23120.2015,22873.09581,19457.14323,16488.59274,14650.5828,13581.94598,11426.89106,13745.74307,11312.91362,16875.17689,14409.33983,21278.63548,18871.76637,25832.22121,29411.84365,28278.27166,30230.78113,36979.43929,36905.79833,31494.76469,32012.92302,27121.71482,32453.80433
6.53_330.9301n,132018.0541,157060.383,156444.2751,153436.3062,107929.9679,124664.8663,153145.2637,160870.1402,144102.9078,153815.057,125879.4096,118935.3278,112526.9261,130747.4755,126666.692,107165.6623,169796.3564,165664.3978,111356.1267,133845.1355,138278.9923,151876.0381,163374.8688,165641.6208,155785.078,157472.3593,159466.2507,156458.5668,152226.2645,160126.2788,121653.303,124020.3418,133321.4957,128277.5533,130164.4794,124692.5719,118800.5284,104247.6559,112343.7516,129382.1698
6.50_209.9420n,2624258.38,3071185.518,3175032.526,3580053.787,2602951.603,2964563.529,2924826.382,3244364.435,2832116.685,3452635.353,2874149.951,2808083.724,2460829.498,2861009.132,2690624.004,2494431.98,3639261.594,3923809.893,2584480.417,3329077.882,2574701.415,2846674.631,3307815.806,3672010.937,2789431.671,2917897.096,2988398.036,3166060.058,2969251.541,3281012.163,2346867.879,2552106.074,2563993.98,2687539.664,2443686.814,2653479.944,2269035.809,2382543.16,2144262.248,2406001.905
11.76_583.8523n,44508.96336,36692.59268,44922.25828,33984.97896,35509.52499,24397.50859,42275.31762,33710.9531,39482.18291,37143.24171,38307.70445,42722.18257,51169.5095,34002.20277,45567.76266,40675.36861,53294.0947,47198.74555,43965.20525,33962.17074,33239.85217,33928.62213,55435.98284,37507.48044,18937.01943,38152.33516,39366.79565,31000.29728,43821.68571,37982.01938,22824.00584,28669.29165,22545.40461,29277.30174,28701.21513,41306.51747,24225.17824,30258.87761,21373.05443,30113.51489
7.13_120.0422n,178455.0464,207934.5908,167075.6259,196853.1642,190033.6073,219210.3962,194295.1897,220755.6086,158462.7486,180824.6365,216394.3231,256848.8179,208256.7515,233882.3239,220004.5916,253910.0764,158327.2419,179828.851,230871.1418,256862.706,164354.664,191917.7943,150569.743,177413.7608,190561.5648,208889.3675,160699.3732,182591.8857,168909.6916,201368.9834,294438.6976,356372.0144,260573.9914,310765.8464,390742.4303,442436.3571,329759.4909,414808.9652,304379.9835,394557.1714
4.93_383.0374n,279558.592,229356.7314,283805.5473,234918.0024,134956.0361,71811.34179,314852.4275,260777.2005,257893.0788,188102.0629,204940.2018,164861.7107,246045.4185,203058.1915,222437.2789,177289.5587,301860.2295,207781.2007,239788.8714,223465.8787,247787.0851,193868.7005,253250.2931,218794.5683,224569.3602,204059.7474,238571.158,221187.058,242641.4075,222557.6142,262919.2179,206075.0388,228751.8055,186834.2359,309581.045,258456.5227,252603.3379,233188.2508,266382.6291,245698.7937
9.41_568.0192n,372599.9351,332288.163,371267.1256,345005.4109,327458.308,310031.5613,384092.7307,342599.6152,373484.2739,328905.3024,392894.7203,365573.0471,433861.5192,370723.1475,392028.7052,318282.1271,457880.6823,389345.98,369307.8407,332440.0727,302189.4818,271711.9074,380984.3274,340810.3773,219397.1802,267234.2944,331782.0835,316537.0787,340378.5831,290389.0019,303231.9269,284427.684,300172.0504,267964.1337,336883.5309,293385.1857,290429.349,248484.8554,319069.4027,280244.646
12.38_313.8984n,639366.8004,657392.8876,648787.1929,664901.8788,550703.7049,589709.1376,670161.9929,693606.7311,674091.531,655369.4166,726346.8503,776951.895,711913.4434,716114.495,710149.7337,736926.9504,810460.8812,897574.1419,680788.3733,807286.6972,493636.6976,469229.6003,657618.6194,645612.7182,595230.0298,570769.7619,674086.9123,629965.0769,645553.6579,648378.9923,510888.2041,496173.6869,516102.0055,490504.3684,528515.4558,557204.3487,479818.4893,491494.1309,502236.3034,500467.4358
5.29_223.0931n,23266.68788,9951.353495,9305.855024,10602.79427,32226.50199,22218.28376,8557.990965,11393.56747,17472.24354,12446.56706,31378.19799,17850.05541,29917.32268,19427.87545,12464.87037,16245.80886,9738.563864,11933.27889,23695.61424,16043.79126,16847.47293,22222.56773,23045.67372,13210.60108,30861.56485,11733.45229,25716.15683,15097.95646,26809.88558,17592.74119,30188.82163,26800.21175,48690.88485,30263.19122,17389.39551,22110.15753,43457.09965,20545.57131,31463.80798,16067.27903
5.60_212.0159n,119723.277,138768.2463,113325.0112,110741.5921,107067.3781,95547.47066,116163.2107,111479.486,126032.0577,123088.5291,99153.62467,108992.7312,105500.6758,113395.5437,112008.8662,109215.2637,137226.2788,122911.939,96851.50873,94807.34708,111133.6416,112661.402,104890.2877,97214.20728,119066.5659,118561.1358,111617.7166,117849.2066,108604.0493,118112.9778,93591.41481,101816.9603,89442.27856,100109.4189,110892.4334,99422.19108,94315.18724,94469.0341,100589.9438,123568.2585
5.62_289.9935n,765188.7564,900172.8734,764333.8502,629823.0571,760693.9553,464114.7575,732321.1226,624574.145,974976.6941,811985.8393,611400.0477,596287.3185,733246.9412,718340.3997,703852.6336,592344.2016,1163812.462,880360.654,568020.7914,448739.3629,614094.3121,648997.7372,639278.0726,434752.76,706551.0303,621127.2482,716873.4608,655380.5768,636600.8225,656712.9727,398768.3374,411616.5262,388970.8782,444248.5802,413217.4462,302413.9791,351935.1994,304010.6139,451497.3413,486003.5195
1.54_249.0874n,73400.69398,69114.68952,77793.73219,78096.35278,81928.5131,81948.40405,67523.52847,65228.87421,145597.9411,141856.2241,85652.02787,75828.08051,77978.62967,70929.11068,111093.3452,108457.9173,78812.95292,73009.08236,64641.56707,61202.18459,94999.32487,91236.59039,42775.32876,40545.69416,63234.9568,58354.75849,35741.23762,33474.12563,63745.74433,59214.44976,44099.2307,43096.4923,45227.74926,42896.4529,35204.12111,35479.44424,72003.52733,68100.96151,57773.74071,56500.30532
